date,hamon TOPIC,macron TOPIC,fillon TOPIC,le pen TOPIC,m̩lenchon TOPIC,query,time
"Dec 22, 2016","3.35416666666667","18.6875","11.0208333333333","35.0662878787879","23.8712121212121","age","120"
"Dec 23, 2016","0","20.2457983193277","16.9600840336134","54.7941176470588","0","age","120"
"Dec 24, 2016","23","5.3076923076923","30.0769230769231","30.0769230769231","3.53846153846155","age","120"
"Dec 25, 2016","0","13.9277777777778","8.81666666666668","64.1444444444444","5.1111111111111","age","120"
"Dec 26, 2016","2.55555555555555","21.7222222222222","19.1666666666667","14.0555555555556","11.5","age","120"
"Dec 27, 2016","2.55555555555555","8.7048611111111","22.3268849206349","52.2633928571428","6.14930555555555","age","120"
"Dec 28, 2016","23","14.038961038961","21.2077922077922","33.7532467532467","0","age","120"
"Dec 29, 2016","5.47619047619048","34.5","19.1666666666667","27.3809523809524","5.47619047619048","age","120"
"Dec 30, 2016","11.7738095238095","20.9738095238095","13.3071428571428","14.2380952380952","31.7071428571428","age","120"
"Dec 31, 2016","0","5.1111111111111","14.9848484848485","25.9040404040404","0","age","120"
"Jan 1, 2017","10.5488721804511","6.57142857142857","17.1203007518797","11.7593984962406","0","age","120"
"Jan 2, 2017","15.7166666666667","36.4166666666667","16.2916666666667","20.7","2.875","age","120"
"Jan 3, 2017","2.64802631578947","9.38157894736842","26.2532894736842","29.2796052631579","1.4375","age","120"
"Jan 4, 2017","13.6196078431373","14.9725490196079","48.7960784313725","13.2588235294118","1.35294117647059","age","120"
"Jan 5, 2017","2.97083333333333","40.9208333333333","21.7541666666666","24.8208333333333","1.53333333333333","age","120"
"Jan 6, 2017","5.46978557504872","29.4785575048733","33.603313840156","16.7680311890838","6.6803118908382","age","120"
"Jan 7, 2017","5.1111111111111","18.7386269644334","29.0496277915633","32.2202922525503","6.88034188034187","age","120"
"Jan 8, 2017","14.7857142857143","33.6785714285714","13.9642857142857","27.9285714285714","1.64285714285714","age","120"
"Jan 9, 2017","7.23901634427949","12.0811216074374","16.8576998050682","7.89083820662767","47.9313240365872","age","120"
"Jan 10, 2017","2.875","29.9821428571429","26.6964285714286","25.875","6.57142857142857","age","120"
"Jan 11, 2017","5.81845238095238","31.4880952380952","31.0773809523809","17.7976190476191","5.81845238095238","age","120"
"Jan 12, 2017","7.0095238095238","10.0761904761905","32.6181818181818","9.20000000000001","33.0961038961039","age","120"
"Jan 13, 2017","21.4666666666667","16.1","37.5666666666667","14.5666666666667","2.3","age","120"
"Jan 14, 2017","6.55151515151515","18.9924242424242","14.95","28.7151515151515","22.7909090909091","age","120"
"Jan 15, 2017","4.47222222222222","30.9861111111111","11.8194444444445","18.2083333333333","26.5138888888889","age","120"
"Jan 16, 2017","10.9026908635795","34.1761576971214","27.8144555694618","15.3069461827284","3.79974968710888","age","120"
"Jan 17, 2017","15.4577922077922","40.9290244639082","18.5941558441558","9.5306553911205","7.48837209302325","age","120"
"Jan 18, 2017","4.92857142857143","26.5012928248222","23.7260288730877","11.7155785391079","25.1285283344107","age","120"
"Jan 19, 2017","15.0138888888889","24.5515873015873","20.9464285714286","23","8.48809523809524","age","120"
"Jan 20, 2017","15.3333333333333","32.4671717171717","18.9053030303031","16.9886363636364","8.30555555555555","age","120"
"Jan 21, 2017","8.43333333333332","17.1658536585365","22.2333333333333","23.5983739837399","20.5691056910569","age","120"
"Jan 22, 2017","38.9207792207792","17.8993197278912","11.3705627705627","8.86147186147185","14.947866419295","age","120"
"Jan 23, 2017","26.4688317349608","16.0516564952049","9.28494623655913","32.1402208660273","8.05434466724788","age","120"
"Jan 24, 2017","32.45","17.85","14.75","8.5","18.45","age","120"
"Jan 25, 2017","15.2553209649984","15.8901238256077","15.1627718401912","25.1318550673389","20.5599283018638","age","120"
"Jan 26, 2017","15.3566717402334","13.9271943176053","24.8962455606292","30.835870116692","6.98401826484018","age","120"
"Jan 27, 2017","23.4062009419153","13.4046310832025","22.108614599686","23.9094387755102","9.17111459968605","age","120"
"Jan 28, 2017","8.09813348416289","19.0115835575394","21.4980700440259","23.1545264155558","20.2376864987159","age","120"
"Jan 29, 2017","23.0585688820983","14.8029921059333","18.9400050929463","27.498090145149","7.70034377387318","age","120"
"Jan 30, 2017","22.0252163427437","23.9356291672578","19.5658249397078","12.5906156901688","13.882713860122","age","120"
"Jan 31, 2017","13.3445907994959","19.2128267302318","19.3879356403091","35.3434845744972","4.71116225546604","age","120"
"Feb 1, 2017","5.09456511649494","23.3426622110833","24.4736610043627","29.8463055787617","9.2428060892973","age","120"
"Feb 2, 2017","7.37800269905534","12.9184885290148","23.6269905533063","32.0029014844805","16.0736167341431","age","120"
"Feb 3, 2017","12.0095824536711","17.5613065916022","21.4620806943467","28.9369458128079","12.0300844475721","age","120"
"Feb 4, 2017","10.0792943898207","26.4451009658141","9.79339104585286","36.9478006430468","8.7344129554656","age","120"
"Feb 5, 2017","3.57154471544717","25.0907940583165","9.99675408032274","37.1641420624733","16.1767650834403","age","120"
"Feb 6, 2017","4.38621794871795","15.5576465201465","26.4552655677656","30.6371794871795","14.9636904761905","age","120"
"Feb 7, 2017","7.8720238095238","19.7553571428572","27.914880952381","25.9845238095238","10.4732142857143","age","120"
"Feb 8, 2017","5.04481132075472","24.7864779874214","29.9759433962264","7.21462264150943","24.978144654088","age","120"
"Feb 9, 2017","4.23435897435897","23.7430769230769","22.7169230769231","37.4369230769231","3.86871794871795","age","120"
"Feb 10, 2017","8.09693877551021","9.53443877551021","13.3188775510204","36.7589285714286","24.2908163265306","age","120"
"Feb 11, 2017","6.48972972972972","21.593063063063","17.913063063063","36.5244144144144","9.47972972972972","age","120"
"Feb 12, 2017","5.12339743589744","16.7708333333333","17.4711538461539","40.7660256410256","11.8685897435898","age","120"
"Feb 13, 2017","8.83094262295083","20.9060792349727","13.7161885245902","45.661543715847","2.88524590163934","age","120"
"Feb 14, 2017","7.95148601398602","15.376893939394","13.1787587412588","54.4474067599067","1.04545454545454","age","120"
"Feb 15, 2017","10.1583333333333","14.1833333333333","29.1333333333334","27.7916666666667","10.7333333333333","age","120"
"Feb 16, 2017","14.1573934837093","18.0874201633115","19.9255234861347","27.1275042444822","12.7021586223624","age","120"
"Feb 17, 2017","10.3819444444444","43.4444444444444","19.3263888888889","11.0208333333333","7.8263888888889","age","120"
"Feb 18, 2017","6.87266553480475","45.1994906621392","8.08319185059423","21.1646859083192","10.6799660441426","age","120"
"Feb 19, 2017","9.16298811544991","20.2748538011696","8.37351443123939","36.6798717223165","17.5087719298246","age","120"
"Feb 20, 2017","14.3622222222222","30.1555555555556","16.3555555555556","22.6933333333333","8.43333333333332","age","120"
"Feb 21, 2017","7.66284556087187","15.6543062200957","36.8079479000532","23.8543992557151","8.02050106326421","age","120"
"Feb 22, 2017","3.03472222222222","29.963671579743","12.1432350718065","30.5634448223734","16.2949263038549","age","120"
"Feb 23, 2017","6.32500000000001","25.2863095238095","11.0755952380953","31.9125","17.4005952380952","age","120"
"Feb 24, 2017","4.44249341527656","34.5639449809775","13.6225246317432","33.9340308262609","5.43700614574188","age","120"
"Feb 25, 2017","10.4777777777778","28.1111111111111","9.7111111111111","34.5","9.19999999999999","age","120"
"Feb 26, 2017","6.41143790849672","31.9212121212121","12.5700534759358","30.363963161022","10.7333333333333","age","120"
"Feb 27, 2017","3.83333333333333","27.5292307692308","11.8066666666667","35.7974358974359","13.0333333333333","age","120"
"Feb 28, 2017","6.8475075075075","18.8669069069069","8.6875075075075","37.0624624624624","20.5356156156156","age","120"
"Mar 1, 2017","5.98958333333333","25.6596441947566","23.8560393258427","23.7160580524344","12.778675093633","age","120"
"Mar 2, 2017","5.50648835945285","48.32937766102","12.4546871697315","15.9277795392095","9.78166727058609","age","120"
"Mar 3, 2017","3.57998084291188","32.226955149876","19.4161313950868","29.6830628803245","7.09386973180076","age","120"
"Mar 4, 2017","4.60000000000001","21.4256684491979","10.3725490196078","34.7685383244207","20.8332442067736","age","120"
"Mar 5, 2017","11.4857798975446","24.4149001943119","39.872151563328","5.81399046104927","10.4131778837661","age","120"
"Mar 6, 2017","11.4965309200603","18.4359522830111","20.9645961881256","34.0991635815165","7.00375702728643","age","120"
"Mar 7, 2017","7.88552631578947","38.6315789473684","14.2460526315789","23.2763157894737","7.96052631578947","age","120"
"Mar 8, 2017","11.1571214071214","30.3548691548692","11.3061132561132","24.9245602745602","14.2573359073359","age","120"
"Mar 9, 2017","9.53092959671907","39.5823763955343","12.4422191843244","23.198348143085","7.24612668033721","age","120"
"Mar 10, 2017","16.675","29.8425","11.93125","20.8725","12.67875","age","120"
"Mar 11, 2017","3.48484848484848","32.7198232323232","10.4255050505051","37.4853535353535","7.8844696969697","age","120"
"Mar 12, 2017","8.24653227144517","21.9997843039655","19.6085780653725","29.1655798904928","12.9795254687241","age","120"
"Mar 13, 2017","4.43699282736122","18.7262597852019","30.8593019444635","30.8071634919546","7.17028195101873","age","120"
"Mar 14, 2017","5.94444751703752","22.9785870987961","22.6094795641834","30.809348671718","9.65813714826491","age","120"
"Mar 15, 2017","3.26351351351351","7.61486486486487","28.2216216216216","18.2756756756757","34.6243243243243","age","120"
"Mar 16, 2017","16.7120448179272","18.9025210084034","14.6987394957983","18.193837535014","23.4928571428571","age","120"
"Mar 17, 2017","16.5374242358174","20.3294706318406","17.5273078097065","19.3962521257576","18.2095451968779","age","120"
"Mar 18, 2017","12.6848484848485","23.9924455825864","21.1088561673069","15.9885830132309","18.2252667520273","age","120"
"Mar 19, 2017","7.84740626605033","18.6824892997774","10.0498305084746","30.0266358500256","25.393638075672","age","120"
"Mar 20, 2017","5.71172105205719","18.0922065796015","8.83176907126487","42.5498744952527","16.8144288018238","age","120"
"Mar 21, 2017","7.28172268907563","24.6573529411765","7.61029411764707","23.8939075630252","28.5567226890756","age","120"
"Mar 22, 2017","6.50315776177846","19.0366616142478","9.45550713654162","26.3670582291272","30.6376152583049","age","120"
"Mar 23, 2017","7.61759839777081","20.723833159178","17.2299721351445","29.1599036340416","17.2686926738651","age","120"
"Mar 24, 2017","4.0594138419037","12.5124052948951","24.9360873359286","30.1869128735643","20.3051806537083","age","120"
"Mar 25, 2017","4.28083663169667","25.4592940276327","18.4555346291365","25.1878816414814","18.6164530700528","age","120"
"Mar 26, 2017","3.59090909090909","29.3404527199708","23.4596568090544","13.7064622124863","21.9025191675794","age","120"
"Mar 27, 2017","6.88375706214689","18.3545197740113","11.8021186440678","44.3432203389831","10.616384180791","age","120"
"Mar 28, 2017","7.2116846035581","12.7402274446641","17.6750933450472","43.8403226200063","10.5326719867243","age","120"
"Mar 29, 2017","3.7069500790431","26.0136601717997","10.8387330247795","42.9790678627888","8.46158886158887","age","120"
"Mar 30, 2017","9.55064547681996","25.3740182263672","18.875204586614","21.2611396806028","16.9389920295961","age","120"
"Mar 31, 2017","5.89945340177538","18.8759800570946","15.3745370556516","29.5195642850442","22.3304652004342","age","120"
"Apr 1, 2017","6.81253713606654","23.6498976695055","14.6712880438371","37.4541493365023","9.41212781408861","age","120"
"Apr 2, 2017","2.22600872410033","20.379982004855","9.41854158296504","38.3446770833685","21.6307906047111","age","120"
"Apr 3, 2017","9.32108697890509","19.500513637932","16.0046427838783","35.4316169888006","11.742139610484","age","120"
"Apr 4, 2017","9.98491368367608","19.9679296775831","7.72739273927393","35.6143818227977","18.7053820766692","age","120"
"Apr 5, 2017","7.73275862068965","20.532881773399","16.2529556650246","26.648275862069","20.8331280788177","age","120"
"Apr 6, 2017","8.09211469534049","24.0652329749104","17.3415770609319","19.4010752688172","23.1","age","120"
"Apr 7, 2017","8.97453947368421","19.6389736842105","18.4408552631579","19.4222894736842","25.5233421052632","age","120"
"Apr 8, 2017","3.9339521980367","15.5708569599415","13.1111288945796","21.9741784037559","37.4098835436863","age","120"
"Apr 9, 2017","2.20142857142857","12.8536758563074","12.5908187134503","17.3433834586466","47.0106934001671","age","120"
"Apr 10, 2017","6.07653455284553","13.8853150406504","10.7162703252033","30.4165650406504","30.9053150406504","age","120"
"Apr 11, 2017","8.06765974485781","18.4982192031021","11.6488071821962","21.6083054681353","32.1770084017085","age","120"
"Apr 12, 2017","5.38907558819906","16.9488828837152","11.2378837921902","11.8143977888642","46.6097599470313","age","120"
"Apr 13, 2017","5.44720613470613","16.7641691230401","13.5012126181481","18.7086265412878","37.5787855828179","age","120"
"Apr 14, 2017","4.2957671957672","15.9521786492375","15.5466542172425","14.0967164643635","42.1086834733894","age","120"
"Apr 15, 2017","6.40345182449459","20.0743984072941","8.81728605228231","13.599440725566","43.105422990363","age","120"
"Apr 16, 2017","2.7275641025641","22.0312340680762","11.491636677163","26.9918915879442","28.7576735642525","age","120"
"Apr 17, 2017","2.45124716553288","24.0543649016555","12.6194350258389","28.2000511803467","24.6749017266259","age","120"
"Apr 18, 2017","3.74879969708444","16.202792002898","13.0225939603751","25.9423634953964","33.083450844246","age","120"
"Apr 19, 2017","5.61616641337385","19.8880129179331","10.1920592705167","20.5192819148936","35.7844794832827","age","120"
